192 150 31.396 0 79 217 
192.005 150 31.3911 0 79 217 
192.01 150 31.3862 0 79 217 
192.015 150 31.3812 0 79 217 
192.02 150 31.3761 0 79 217 
192.025 150 31.371 0 79 217 
192.03 150 31.3659 0 79 217 
192.035 150 31.3606 0 79 217 
192.04 150 31.3552 0 79 217 
192.045 150 31.3497 0 79 217 
192.05 150 31.3441 0 79 217 
192.055 150 31.3384 0 79 217 
192.06 150 31.3326 0 79 217 
192.065 150 31.3267 0 79 217 
192.07 150 31.3208 0 79 217 
192.075 150 31.3148 0 79 217 
192.08 150 31.309 0 79 217 
192.085 150 31.3032 0 79 217 
192.09 150 31.2974 0 79 217 
192.095 150 31.2915 0 79 217 
192.1 150 31.2858 0 79 217 
192.105 150 31.2801 0 79 217 
192.11 150 31.2744 0 79 217 
192.115 150 31.2689 0 79 217 
192.12 150 31.2633 0 79 217 
192.125 150 31.2577 0 79 217 
192.13 150 31.2522 0 79 217 
192.135 150 31.2459 0 79 217 
192.14 150 31.239 0 79 217 
192.145 150 31.2318 0 79 217 
192.15 150 31.2246 0 79 217 
192.155 150 31.2174 0 79 217 
192.16 150 31.2103 0 79 217 
192.165 150 31.2031 0 79 217 
192.17 150 31.1961 0 79 217 
192.175 150 31.1891 0 79 217 
192.18 150 31.1822 0 79 217 
192.185 150 31.1753 0 79 217 
192.19 150 31.1686 0 79 217 
192.195 150 31.1619 0 79 217 
192.2 150 31.1553 0 79 217 
192.205 150 31.1488 0 79 217 
192.21 150 31.1424 0 79 217 
192.215 150 31.136 0 79 217 
192.22 150 31.1298 0 79 217 
192.225 150 31.1236 0 79 217 
192.23 150 31.1176 0 79 217 
192.235 150 31.1116 0 79 217 
192.24 150 31.1058 0 79 217 
192.245 150 31.1001 0 79 217 
192.25 150 31.0945 0 79 217 
192.255 150 31.089 0 79 217 
192.26 150 31.0836 0 79 217 
192.265 150 31.0782 0 79 217 
192.27 150 31.0729 0 79 217 
192.275 150 31.0678 0 79 217 
192.28 150 31.0626 0 79 217 
192.285 150 31.0575 0 79 217 
192.29 150 31.0526 0 79 217 
192.295 150 31.0476 0 79 217 
192.3 150 31.0427 0 79 217 
192.305 150 31.0379 0 79 217 
192.31 150 31.0333 0 79 217 
192.315 150 31.0286 0 79 217 
192.32 150 31.0239 0 79 217 
192.325 150 31.0194 0 79 217 
192.33 150 31.0149 0 79 217 
192.335 150 31.0105 0 79 217 
192.34 150 31.0059 0 79 217 
192.345 150 31.0014 0 79 217 
192.35 150 30.9969 0 79 217 
192.355 150 30.9926 0 79 217 
192.36 150 30.9883 0 79 217 
192.365 150 30.984 0 79 217 
192.37 150 30.9798 0 79 217 
192.375 150 30.9756 0 79 217 
192.38 150 30.9713 0 79 217 
192.385 150 30.9671 0 79 217 
192.39 150 30.9628 0 79 217 
192.395 150 30.9586 0 79 217 
192.4 150 30.7559 0 80 217 
192.405 150 30.7491 0 80 217 
192.41 150 30.7434 0 80 217 
192.415 150 30.7377 0 80 217 
192.42 150 30.7329 0 80 217 
192.425 150 30.7291 0 80 217 
192.43 150 30.7261 0 80 217 
192.435 150 30.7236 0 80 217 
192.44 150 30.7215 0 80 217 
192.445 150 30.7197 0 80 217 
192.45 150 30.7182 0 80 217 
192.455 150 30.7169 0 80 217 
192.46 150 30.7158 0 80 217 
192.465 150 30.715 0 80 217 
192.47 150 30.7144 0 80 217 
192.475 150 30.7141 0 80 217 
192.48 150 30.9123 0 80 216 
192.485 150 31.3115 0 80 214 
192.49 150 31.3153 0 80 214 
192.495 150 31.3169 0 80 214 
192.5 150 31.3184 0 80 214 
192.505 150 31.3197 0 80 214 
192.51 150 31.3208 0 80 214 
192.515 150 31.3219 0 80 214 
192.52 150 31.3228 0 80 214 
192.525 150 31.3238 0 80 214 
192.53 150 31.3248 0 80 214 
192.535 150 31.3254 0 80 214 
192.54 150 31.1278 0 81 214 
192.545 150 31.1267 0 81 214 
192.55 150 31.1262 0 81 214 
192.555 150 31.126 0 81 214 
192.56 150 31.1262 0 81 214 
192.565 150 31.1268 0 81 214 
192.57 150 31.1278 0 81 214 
192.575 150 31.1291 0 81 214 
192.58 150 31.1306 0 81 214 
192.585 150 31.1322 0 81 214 
192.59 150 31.3319 0 81 213 
192.595 150 31.3041 0 81 213 
192.6 150 31.2865 0 81 213 
192.605 150 31.2736 0 81 213 
192.61 150 31.4613 0 81 212 
192.615 150 31.452 0 81 212 
192.62 150 31.4441 0 81 212 
192.625 150 31.4373 0 81 212 
192.63 150 31.4312 0 81 212 
192.635 150 31.4258 0 81 212 
192.64 150 31.4208 0 81 212 
192.645 150 31.4162 0 81 212 
192.65 150 31.4119 0 81 212 
192.655 150 31.4079 0 81 212 
192.66 150 31.4042 0 81 212 
192.665 150 31.4008 0 81 212 
192.67 150 31.3975 0 81 212 
192.675 150 31.3945 0 81 212 
192.68 150 31.3916 0 81 212 
192.685 150 31.3889 0 81 212 
192.69 150 31.3864 0 81 212 
192.695 150 31.384 0 81 212 
192.7 150 31.3817 0 81 212 
192.705 150 31.3796 0 81 212 
192.71 150 31.3777 0 81 212 
192.715 150 31.3758 0 81 212 
192.72 150 31.3741 0 81 212 
192.725 150 31.3724 0 81 212 
192.73 150 31.3708 0 81 212 
192.735 150 31.3692 0 81 212 
192.74 150 31.3678 0 81 212 
192.745 150 31.3664 0 81 212 
192.75 150 31.3651 0 81 212 
192.755 150 31.3639 0 81 212 
192.76 150 31.3627 0 81 212 
192.765 150 31.3616 0 81 212 
192.77 150 31.3606 0 81 212 
192.775 150 31.3596 0 81 212 
192.78 150 31.3587 0 81 212 
192.785 150 31.3578 0 81 212 
192.79 150 31.3569 0 81 212 
192.795 150 31.3561 0 81 212 
