0 100 0.0304826 98 102 0 
0.005 100 5.7924 81 119 0 
0.01 100 5.64641 75 125 0 
0.015 100 5.7511 73 127 0 
0.02 100 5.5964 73 126 1 
0.025 100 5.74445 73 126 1 
0.03 100 5.60879 73 124 3 
0.035 100 5.76796 73 121 6 
0.04 100 5.57614 73 121 6 
0.045 100 5.75618 73 120 7 
0.05 100 5.41944 73 118 9 
0.055 100 5.83328 73 118 9 
0.06 100 5.46067 73 117 10 
0.065 100 5.98099 73 117 10 
0.07 100 5.43899 73 117 10 
0.075 100 6.00036 73 116 11 
0.08 100 5.38771 73 116 11 
0.085 100 5.88561 73 116 11 
0.09 100 5.63203 73 116 11 
0.095 100 5.81232 73 116 11 
0.1 100 5.58463 73 116 11 
0.105 100 5.82114 73 116 11 
0.11 100 5.63609 73 116 11 
0.115 100 5.45166 73 116 11 
0.12 100 5.32678 73 116 11 
0.125 100 5.65288 73 115 12 
0.13 100 5.51547 73 115 12 
0.135 100 5.43203 73 115 12 
0.14 100 5.47087 73 114 13 
0.145 100 5.70418 73 114 13 
0.15 100 5.58314 73 114 13 
0.155 100 6.07997 73 114 13 
0.16 100 5.40081 73 114 13 
0.165 100 5.52286 73 113 14 
0.17 100 5.41229 73 112 15 
0.175 100 5.41619 73 111 16 
0.18 100 5.44306 73 111 16 
0.185 100 5.79878 73 110 17 
0.19 100 5.56789 73 110 17 
0.195 100 5.76547 73 110 17 
0.2 100 5.51338 73 109 18 
0.205 100 5.30274 73 108 19 
0.21 100 5.77844 73 108 19 
0.215 100 5.73784 73 107 20 
0.22 100 5.45626 73 107 20 
0.225 100 5.60382 73 107 20 
0.23 100 5.42486 73 107 20 
0.235 100 5.48922 73 107 20 
0.24 100 5.38614 73 107 20 
0.245 100 5.52215 73 106 21 
0.25 100 5.63319 73 106 21 
0.255 100 5.41824 73 106 21 
0.26 100 5.64489 73 106 21 
0.265 100 5.65162 73 106 21 
0.27 100 5.71054 73 106 21 
0.275 100 5.54299 73 106 21 
0.28 100 5.7854 73 106 21 
0.285 100 5.70781 73 106 21 
0.29 100 5.93494 73 106 21 
0.295 100 5.77378 73 106 21 
0.3 100 5.87406 73 106 21 
0.305 100 5.73052 73 106 21 
0.31 100 5.91921 73 106 21 
0.315 100 5.71116 73 106 21 
0.32 100 5.83403 73 106 21 
0.325 100 5.68043 73 106 21 
0.33 100 5.85395 73 106 21 
0.335 100 5.63062 73 106 21 
0.34 100 5.79879 73 106 21 
0.345 100 5.33601 73 106 21 
0.35 100 5.80613 73 105 22 
0.355 100 5.34598 73 104 23 
0.36 100 5.67529 73 104 23 
0.365 100 5.3951 73 104 23 
0.37 100 5.69622 73 104 23 
0.375 100 5.40144 73 104 23 
0.38 100 5.86775 73 104 23 
0.385 100 5.40993 73 104 23 
0.39 100 5.75452 73 103 24 
0.395 100 5.40817 73 103 24 
0.4 100 5.69231 73 103 24 
0.405 100 5.405 73 103 24 
0.41 100 5.68506 73 103 24 
0.415 100 5.42405 73 103 24 
0.42 100 5.65473 73 103 24 
0.425 100 5.42362 73 103 24 
0.43 100 5.61557 73 103 24 
0.435 100 5.4788 73 103 24 
0.44 100 5.61827 73 103 24 
0.445 100 5.71993 73 102 25 
0.45 100 5.58712 73 102 25 
0.455 100 5.59941 73 102 25 
0.46 100 5.35655 73 102 25 
0.465 100 6.16868 73 102 25 
0.47 100 5.47086 73 101 26 
0.475 100 5.75346 73 101 26 
0.48 100 5.50571 73 101 26 
0.485 100 5.74849 73 101 26 
0.49 100 5.32264 73 101 26 
0.495 100 5.49088 73 100 27 
0.5 100 5.35176 73 100 27 
0.505 100 5.66345 73 99 28 
0.51 100 5.48746 73 99 28 
0.515 100 5.71616 73 98 29 
0.52 100 5.42383 73 98 29 
0.525 100 5.80171 73 98 29 
0.53 100 5.59375 73 98 29 
0.535 100 5.74582 73 98 29 
0.54 100 5.60909 73 98 29 
0.545 100 5.93071 73 98 29 
0.55 100 5.66234 73 98 29 
0.555 100 5.8571 73 98 29 
0.56 100 5.40513 73 98 29 
0.565 100 5.80665 73 97 30 
0.57 100 5.64314 73 97 30 
0.575 100 5.84653 73 95 32 
0.58 100 5.57194 73 94 33 
0.585 100 6.00549 73 94 33 
0.59 100 5.45525 73 94 33 
0.595 100 5.66857 73 94 33 
0.6 100 5.36503 73 94 33 
0.605 100 5.76156 73 94 33 
0.61 100 5.49953 73 94 33 
0.615 100 5.49772 73 94 33 
0.62 100 5.4175 73 93 34 
0.625 100 5.4332 73 93 34 
0.63 100 5.45001 73 93 34 
0.635 100 5.82281 73 93 34 
0.64 100 5.432 73 93 34 
0.645 100 5.86239 73 93 34 
0.65 100 5.47749 73 93 34 
0.655 100 5.8264 73 93 34 
0.66 100 5.44599 73 93 34 
0.665 100 5.81646 73 93 34 
0.67 100 5.43098 73 93 34 
0.675 100 5.82713 73 93 34 
0.68 100 5.4177 73 93 34 
0.685 100 5.84623 73 93 34 
0.69 100 5.40438 73 93 34 
0.695 100 5.87299 73 93 34 
0.7 100 5.38564 73 93 34 
0.705 100 5.83807 73 93 34 
0.71 100 5.3678 73 93 34 
0.715 100 5.59308 73 93 34 
0.72 100 5.36288 73 93 34 
0.725 100 5.43666 73 93 34 
0.73 100 5.40488 73 93 34 
0.735 100 5.40382 73 93 34 
0.74 100 5.668 73 93 34 
0.745 100 5.91333 73 93 34 
0.75 100 5.6688 73 93 34 
0.755 100 5.8849 73 93 34 
0.76 100 5.34242 73 93 34 
0.765 100 5.59769 73 93 34 
0.77 100 5.42099 73 93 34 
0.775 100 5.43002 73 93 34 
0.78 100 5.46784 73 93 34 
0.785 100 5.40414 73 92 35 
0.79 100 5.63166 73 92 35 
0.795 100 5.60099 73 92 35 
0.8 100 5.65934 73 92 35 
0.805 100 5.45344 73 92 35 
0.81 100 5.32701 73 92 35 
